message,Y
You must stop! (Chandler hits what he is working on with a hammer and it collapses.),0
That only took me an hour.,0
"Look, Ross, you gotta understand, between us we haven't had a relationship that has lasted longer than a Mento. You, however have had the love of a woman for four years. Four years of closeness and sharing at the end of which she ripped your heart out, and that is why we don't do it! I don't think that was my point!",0
"You know what the scariest part is? What if there's only one woman for everybody, y'know? I mean what if you get one woman- and that's it? Unfortunately in my case, there was only one woman- for her...",0
"What are you talking about? 'One woman'? That's like saying there's only one flavor of ice cream for you. Lemme tell you something, Ross. There's lots of flavors out there. There's Rocky Road, and Cookie Dough, and Bing! Cherry Vanilla. You could get 'em with Jimmies, or nuts, or whipped cream! This is the best thing that ever happened to you! You got married, you were, like, what, eight? Welcome back to the world! Grab a spoon!",0
I honestly don't know if I'm hungry or horny.,0
"Stay out of my freezer!Scene: A Restaurant, Monica and Paul are still eating.]",0
"Ever since she walked out on me, I, uh...",0
"What?..... What, you wanna spell it out with noodles?",0
"No, it's, it's more of a fifth date kinda revelation.",0
"Oh, so there is gonna be a fifth date?",0
Isn't there?,0
"Yeah... yeah, I think there is. -What were you gonna say?",0
"Well, ever-ev-... ever since she left me, um, I haven't been able to, uh, perform. (Monica takes a sip of her drink.) ...Sexually.",0
"(spitting out her drink in shock) Oh God, oh God, I am sorry... I am so sorry...",0
It's okay...,0
I know being spit on is probably not what you need right now. Um... how long?,0
Two years.,0
Wow! I'm-I'm-I'm glad you smashed her watch!,0
"So you still think you, um... might want that fifth date?",0
"(pause)...Yeah. Yeah, I do.",0
"We are gathered here today to join Joanne Louise Cunningham and Charles, Chachi-Chachi-Chachi, Arcola in the bound of holy matrimony.",0
Oh...see... but Joanne loved Chachi! That's the difference!,0
"(scornful) Grab a spoon. Do you know how long it's been since I've grabbed a spoon? Do the words 'Billy, don't be a hero' mean anything to you?",0
"Great story! But, I uh, I gotta go, I got a date with Andrea--Angela--Andrea... Oh man, (looks to Chandler)",0
"Angela's the screamer, Andrea has cats.",0
Right. Thanks. It's June. I'm outta here. (Exits.),0
"Y'know, here's the thing. Even if I could get it together enough to- to ask a woman out,... who am I gonna ask? (He gazes out of the window.)",0
"Isn't this amazing? I mean, I have never made coffee before in my entire life.",0
That is amazing.,0
Congratulations.,0
"Y'know, I figure if I can make coffee, there isn't anything I can't do.",0
"If can invade Poland, there isn't anything I can't do.",0
"Listen, while you're on a roll, if you feel like you gotta make like a Western omelet or something... (Joey and Chandler taste the coffee, grimace, and pour it into a plant pot.) Although actually I'm really not that hungry...",0
"(entering, to herself) Oh good, Lenny and Squigy are here.",0
Morning. Good morning.,0
(entering from Monica's room) Morning.,0
"Morning, Paul.",0
"Hello, Paul.",0
"Hi, Paul, is it?",0
Thank you! Thank you so much!,0
Stop!,0
"No, I'm telling you last night was like umm, all my birthdays, both graduations, plus the barn raising scene in Witness.",0
We'll talk later.,0
Yeah. (They kiss) Thank you. (Exits),0
That wasn't a real date?! What the hell do you do on a real date?,0
"Shut up, and put my table back.",0
Okayyy! (They do so.),0
"All right, kids, I gotta get to work. If I don't input those numbers,... it doesn't make much of a difference...",0
"So, like, you guys all have jobs?",0
"Yeah, we all have jobs. See, that's how we buy stuff.",0
"Yeah, I'm an actor.",0
Wow! Would I have seen you in anything?,0
I doubt it. Mostly regional work.,0
"Oh wait, wait, unless you happened to catch the Reruns' production of Pinocchio, at the little theater in the park.",0
"Look, it was a job all right?",0
"'Look, Gippetto, I'm a real live boy.'",0
I will not take this abuse. (Walks to the door and opens it to leave.),0
"You're right, I'm sorry. (Burst into song and dances out of the door.) ""Once I was a wooden boy, a little wooden boy...""",0
"You should both know, that he's a dead man. Oh, Chandler? (Starts after Chandler.)",0
So how you doing today? Did you sleep okay? Talk to Barry? I can't stop smiling.,0
I can see that. You look like you slept with a hanger in your mouth.,0
"I know, he's just so, so... Do you remember you and Tony DeMarco?",0
"Oh, yeah.",0
"Well, it's like that. With feelings.",0
Oh wow. Are you in trouble.,0
Big time!,0
Want a wedding dress? Hardly used.,0
"I think we are getting a little ahead of selves here. Okay. Okay. I am just going to get up, go to work and not think about him all day. Or else I'm just gonna get up and go to work.",0
"Oh, look, wish me luck!",0
What for?,0
I'm gonna go get one of those (Thinks) job things.,0
"Hey, Monica!",0
"Hey Frannie, welcome back! How was Florida?",0
"You had sex, didn't you?",0
How do you do that?,0
"Oh, I hate you, I'm pushing my Aunt Roz through Parrot Jungle and you're having sex! So? Who?",0
You know Paul?,0
"Paul the Wine Guy? Oh yeah, I know Paul.",0
You mean you know Paul like I know Paul?,0
"Are you kidding? I take credit for Paul. Y'know before me, there was no snap in his turtle for two years.",0
(sitting on the arm of the couch)Of course it was a line!,0
"Why?! Why? Why, why would anybody do something like that?",0
I assume we're looking for an answer more sophisticated than 'to get you into bed'.,0
I hate men! I hate men!,0
"Oh no, don't hate, you don't want to put that out into the universe.",0
Is it me? Is it like I have some sort of beacon that only dogs and men with severe emotional problems can hear?,0
"All right, c'mere, gimme your feet. (She starts massaging them.)",0
"I just thought he was nice, y'know?",0
(bursts out laughing again) I can't believe you didn't know it was a line!,0
Guess what?,0
You got a job?,0
Are you kidding? I'm trained for nothing! I was laughed out of twelve interviews today.,0
And yet you're surprisingly upbeat.,0
"You would be too if you found John and David boots on sale, fifty percent off!",0
"Oh, how well you know me...",0
"They're my new 'I don't need a job, I don't need my parents, I've got great boots' boots!",0
How'd you pay for them?,0
"Uh, credit card.",0
And who pays for that?,0
Um... my... father.,0
"Oh God, come on you guys, is this really necessary? I mean, I can stop charging anytime I want.",0
"C'mon, you can't live off your parents your whole life.",0
I know that. That's why I was getting married.,0
"Give her a break, it's hard being on your own for the first time.",0
Thank you.,0
"You're welcome. I remember when I first came to this city. I was fourteen. My mom had just killed herself and my step-dad was back in prison, and I got here, and I didn't know anybody. And I ended up living with this albino guy who was, like, cleaning windshields outside port authority, and then he killed himself, and then I found aromatherapy. So believe me, I know exactly how you feel.",0
The word you're looking for is 'Anyway'...,0
"All right, you ready?",0
"No. No, no, I'm not ready! How can I be ready? ""Hey, Rach! You ready to jump out the airplane without your parachute?"" Come on, I can't do this!",0
"You can, I know you can!",0
I don't think so.,0
"Come on, you made coffee! You can do anything! (Chandler slowly tries to hide the now dead plant from that morning when he and Joey poured their coffee into it.)",0
"C'mon, cut. Cut, cut, cut,...",0
"Cut, cut, cut, cut, cut, cut, cut... (She cuts one of them and they cheer.)",0
Y'know what? I think we can just leave it at that. It's kinda like a symbolic gesture...,0
Rachel! That was a library card!,0
"Cut, cut, cut, cut, cut, cut, cut..",0
"(as Rachel is cutting up her cards) Y'know, if you listen closely, you can hear a thousand retailers scream.",0
Welcome to the real world! It sucks. You're gonna love it!,0
"Well, that's it (To Ross) You gonna crash on the couch?",0
"No. No, I gotta go home sometime.",0
You be okay?,0
Yeah.,0
"Hey Mon, look what I just found on the floor. (Monica smiles.) What?",0
"That's Paul's watch. You just put it back where you found it. Oh boy. Alright. Goodnight, everybody.",0
Goodnight.,0
"Mmm. (They both reach for the last cookie) Oh, no-",0
Sorry-,0
"No no no, go-",0
"No, you have it, really, I don't want it-",0
Split it?,0
Okay.,0
"Okay. (They split it.) You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",0
I knew.,0
You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,0
I did.,0
"Oh. Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here- but do you think it would be okay if I asked you out? Sometime? Maybe?",0
"Yeah, maybe...",0
"Okay... okay, maybe I will...",0
Goodnight.,0
Goodnight.,0
"See ya.... Waitwait, what's with you?",0
I just grabbed a spoon. (Ross exits and Monica has no idea what that means.),0
I can't believe what I'm hearing here.,0
(sings) I can't believe what I'm hearing here...,0
What? I-I said you had a-,0
(sings) What I said you had...,0
(to Phoebe) Would you stop?,0
"Oh, was I doing it again?",0
Yes!,0
"I said that you had a nice butt, it's just not a great butt.",0
"Oh, you wouldn't know a great butt if it came up and bit ya.",0
There's an image.,0
(walks up with a pot of coffee) Would anybody like more coffee?,0
"Did you make it, or are you just serving it?",0
I'm just serving it.,0
"Yeah. Yeah, I'll have a cup of coffee.",0
"Kids, new dream... I'm in Las Vegas. (Rachel sits down to hear Chandler's dream.)",0
"(To Rachel) Ahh, miss? More coffee?",0
"Ugh. (To another customer that's leaving.) Excuse me, could you give this to that guy over there? (Hands him the coffee pot.) Go ahead. (He does so.) Thank you. (To the gang.) Sorry. Okay, Las Vegas.",0
"Okay, so, I'm in Las Vegas... I'm Liza Minelli-",0
"What you guys don't understand is, for us, kissing is as important as any part of it.",0
"Yeah, right!.......Y'serious?",0
"Oh, yeah!",0
Everything you need to know is in that first kiss.,0
Absolutely.,0
"Yeah, I think for us, kissing is pretty much like an opening act, y'know? I mean it's like the stand-up comedian you have to sit through before Pink Floyd comes out.",0
"Yeah, and-and it's not that we don't like the comedian, it's that-that... that's not why we bought the ticket.",0
"The problem is, though, after the concert's over, no matter how great the show was, you girls are always looking for the comedian again, y'know? I mean, we're in the car, we're fighting traffic... basically just trying to stay awake.",0
"Yeah, well, word of advice: Bring back the comedian. Otherwise next time you're gonna find yourself sitting at home, listening to that album alone.",0
(pause)....Are we still talking about sex?,0
"No, it's good, it is good, it's just that- mm- doesn't she seem a little angry?",0
"Well, she has issues.",0
Does she.,0
"He's out banging other women over the head with a club, while she sits at home trying to get the mastodon smell out of the carpet!",0
"Marsha, these are cave people. Okay? They have issues like 'Gee, that glacier's getting kinda close.' See?",0
"Speaking of issues, isn't that your ex-wife?",0
(trying to ignore her) No. No.,0
"Yes, it is. Carol! Hi!",0
"Okay, okay, yes, it is. (waves) How about I'll, uh, catch up with you in the Ice Age.",0
Hi.,0
So.,0
"You look great. I, uh... I hate that.",0
Sorry. You look good too.,0
"Ah, well, in here, anyone who... stands erect... So what's new? Still, uh...",0
A lesbian?,0
"Well... you never know. How's, um.. how's the family?",0
"Marty's still totally paranoid. Oh, and, uh-",0
"Why- why are you here, Carol?",0
I'm pregnant.,0
Pregnant?!,0
"Oh, I think this is the episode of Three's Company where there's some kind of misunderstanding.",0
...Then I've already seen this one! (Turns off the TV.),0
(taking a drink from Joey) Are you through with that?,0
"Yeah, sorry, the swallowing slowed me down.",0
Whose little ball of paper is this?!,0
"Oh, uh, that would be mine. See, I wrote a note to myself, and then I realised I didn't need it, so I balled it up and... (sees that Monica is glaring at him) ...now I wish I was dead.",0
"She's already fluffed that pillow... Monica, you know, you've already fluffed that- (Monica glares at her.) -but, it's fine!",0
"Look , I'm sorry, guys, I just don't wanna give them any more ammunition than they already have.",0
"Yes, and we all know how cruel a parent can be about the flatness of a child's pillow.",0
"Monica- Hi! Um, Monica, you're scaring me. I mean, you're like, you're like all chaotic and twirly. And not-not in a good way.",0
"Yeah, calm down. You don't see Ross getting all chaotic and twirly every time they come.",0
"That's because as far as my parents are concerned, Ross can do no wrong. Y'see, he's the Prince. Apparently they had some big ceremony before I was born.",0
"(looking out the window) Ew, ew, ew, ew ew ew ew ew!",0
What?,0
Ugly Naked Guy got a Thighmaster!,0
Eeaagh!,0
Has anybody seen my engagement ring?,0
"Yeah, it's beautiful.",0
"Oh God, oh God, oh God oh God oh God oh God.... (Starts to look under the couch cushions.)",0
"No, look, don't touch that!",0
"Oh, like I wasn't dreading tomorrow enough, having to give it back to him... 'Hi Barry! Remember me? I'm the girl in the veil who stomped on your heart in front of your entire family!' Oh God and now I'm gonna have to return the ring, without the ring, which makes it so much harder...",0
"Easy Rach, we'll find it. (To all) Won't we!",0
Oh! Yeah!,0
"Alright, when'd'ya have it on last?",0
Doy! Probably right before she lost it!,0
You don't get a lot of 'doy' these days...,0
"I know I had it this morning, and I know I had it when I was in the kitchen with...",0
...Dinah?,0
"(looks at the lasagne and realizes something) Ohhhhh, don't be mad...",0
You didn't.,0
"Oh, I am sorry...",0
I gave you one job! (Starts to examin the lasagne through the bottom of the glass pan.),0
"Oh, but look how straight those noodles are!",0
"Now, Monica, you know that's not how you look for an engagement ring in a lasagne...",0
(puts down the lasagne) I just... can't do it.,0
Boys? We're going in.,0
(standing outside the door).....Hi.,0
Wow. That is not a happy hi.,0
Carol's pregnant.,0
(while everyone else is stunned) Ooh! I found it!,0
W-w-wh-... wha-... w-w-w-...,0
"Yeah. Do that for another two hours, you might be where I am right about now. (He enters.)",0
"Kinda puts that whole pillow thing in perspective, huh, Mon?",0
"Well now, how-how do you fit into this whole thing?",0
"Well, Carol says she and Susan want me to be involved, but if I'm not comfortable with it, I don't have to be involved.. basically it's entirely up to me.",0
She is so great! I miss her.,0
What does she mean by 'involved'?,0
"I mean presumably, the biggest part of your job is done.",0
"Anyway, they want me to go down to this- sonogram thing with them tomorrow.",0
So what are you gonna do?,0
"I have no idea. No matter what I do, though, I'm still gonna be a father.",0
".....Well, this is still ruined, right?",0
"Oh, Martha Ludwin's daughter is gonna call you. (Tastes a snack) Mmm! What's that curry taste?",0
Curry.,0
Mmmm!,0
"I- I think they're great! I, I really do.",0
"(To Ross) Do you remember the Ludwins? The big one had a thing for you, didn't she?",0
They all had a thing for him.,0
"Aw, Mom...",0
"I'm sorry, why is this girl going to call me?",0
"Oh, she just graduated, and she wants to be something in cooking, or food, or.... I don't know. Anyway, I told her you had a restaurant-",0
"No Mom, I don't have a restaurant, I work in a restaurant.",0
"Well, they don't have to know that... (She starts to fluff the same pillow Monica fluffed multiple times earlier.)",0
"Ross, could you come and help me with the spaghetti, please?",0
Yeah. (They go to the kitchen.),0
"Oh, we're having spaghetti! That's.... easy.",0
"I know this is going to sound unbelievably selfish, but, were you planning on bringing up the whole baby/lesbian thing? Because I think it might take some of the heat off me.",0
"What that Rachel did to her life.... We ran into her parents at the club, they were not playing very well.",0
I'm not gonna tell you what they spent on that wedding... but forty thousand dollars is a lot of money!,0
"Well, at least she had the chance to leave a man at the altar...",0
What's that supposed to mean?,0
Nothing! It's an expression.,0
No it's not.,0
"Don't listen to your mother. You're independent, and you always have been! Even when you were a kid... and you were chubby, and you had no friends, you were just fine! And you would read alone in your room, and your puzzles...",0
"Look, there are people like Ross who need to shoot for the stars, with his museum, and his papers getting published. Other people are satisfied with staying where they are- I'm telling you, these are the people who never get cancer.",0
"...And I read about these women trying to have it all, and I thank God 'Our Little Harmonica' doesn't seem to have that problem.",0
"(trying desperately to change the subject) So, Ross, what's going on with you? Any stories? (Digs her elbow into his hand.) No news, no little anecdotes to share with the folks?",0
"(pulls his hand away) Okay! Okay. (To his parents) Look, I, uh- I realise you guys have been wondering what exactly happened between Carol and me, and, so, well, here's the deal. Carol's a lesbian. She's living with a woman named Susan. She's pregnant with my child, and she and Susan are going to raise the baby.",0
(To Monica) And you knew about this?!,0
"Your folks are really that bad, huh?",0
"Well, y'know, these people are pros. They know what they're doing, they take their time, they get the job done.",0
"Boy, I know they say you can't change your parents,... boy, if you could- (To Ross) -I'd want yours.",0
Must pee. (Goes to pee.),0
"Y'know, it's even worse when you're twins.",0
You're twins?,0
"Yeah. We don't speak. She's like this high-powered, driven career type.",0
What does she do?,0
She's a waitress.,0
"All right, you guys, I kinda gotta clean up now. (They all start to leave.)",0
"Chandler, you're an only child, right? You don't have any of this.",0
"Well, no, although I did have an imaginary friend, who... my parents actually preferred.",0
"The lights, please..",0
...How long was I in there?,0
I'm just cleaning up.,0
D'ya.. uh.. d'ya need any help?,0
"Uh.. okay, sure! Thanks! (She hands him the broom and sits down.)",0
"Anyway.. um.. (Starts to sweep.) So, you- uh- you nervous about Barry tomorrow?",0
Oh.. a little..,0
Mm-hmm..,0
A lot.,0
Mm.,0
"So, got any advice? Y'know, as someone who's recently been- dumped?",0
"Well, you may wanna steer clear of the word 'dumped'. Chances are he's gonna be this, this broken shell of a man, y'know, so you should try not to look too terrific, I know it'll be hard. Or, y'know, uh, hey!, I'll go down there, and I'll give Barry back his ring, and you can go with Carol and Susan to the OB/GYN...",0
"Oh, you've got Carol tomorrow.. When did it get so complicated?",0
Got me.,0
Remember when we were in high school together?,0
Yeah.,0
"I mean, didn't you think you were just gonna meet somone, fall in love- and that'd be it? (Ross gazes at her.) ..Ross?",0
"Yes, yes!",0
"Oh! Man, I never thought I'd be here.. (She leans back onto his hand.)",0
Me either... (He pulls up a stool so that he doesn't have to move his hand.),0
"(entering) Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.",0
Hi.,0
"Ross, you remember Susan.",0
How could I forget?,0
Ross.,0
"(they shake hands) Hello, Susan. (To Carol) Good shake. Good shake. So, uh, we're just waiting for...?",0
Dr. Oberman.,0
..Dr. Oberman. Okay. And is he-,0
She.,0
#NAME?,0
"Yes, and she's very supportive.",0
"Okay, that's great. (Susan gives her drink to Carol.) No, I'm- Oh.",0
Thanks.,0
"(picks up a surgical instrament and mimes a duck with it) Quack, quack..",0
Ross? That opens my cervix. (He drops it in horror.),0
Barry?,0
C'mon in.,0
(hesitates) Are you sure?,0
"Yeah! It's fine, it's fine. Robbie's gonna be here for hours.",0
Huh?!,0
"So, how ya doin?",0
I'm- uh- I'm okay... You look great!,0
"Yeah, well..",0
"(over intercom) Dr. Farber, Jason Greenstein's gagging.",0
(answering the intercom) Be right there. (To Robbie and Rachel) Be back in a sec.,0
I dumped him.,0
Okay.,0
"So, um- so how's this, uh, how's this gonna work? Y'know, with us? Y'know, when, like, important decisions have to be made?",0
Give me a 'for instance'.,0
"Well, uh, uh, I don't know, okay, okay, how about with the, uh, with the baby's name?",0
Marlon-,0
Marlon?!,0
"-if it's a boy, Minnie if it's a girl.",0
...As in Mouse?,0
As in my grandmother.,0
"Still, you- you say Minnie, you hear Mouse. Um, how about, um.. how about Julia?",0
Julia..,0
We agreed on Minnie.,0
"'S'funny, um, uh, we agreed we'd spend the rest of our lives together. Things change, roll with the punches. I believe Julia's on the table..?",0
Sorry about that. So. What have you been up to?,0
"Oh, not much. I-I got a job.",0
"Oh, that's great.",0
Why are- why are you so tanned?,0
"Oh, I, uh- I went to Aruba.",0
Oh no. You went on our honeymoon alone?,0
"No. I went with, uh.. Now, this may hurt.",0
Me?!,0
No! (To Rachel) I went with Mindy.,0
"Mindy?! My maid of honour, Mindy?!",0
"Yeah, well, uh, we're kind of a thing now.",0
"Oh! Well, um.. (Grabs his forehand) You've got plugs!",0
Careful! They haven't quite taken yet.,0
And you've got lenses! But you hate sticking your finger in your eye!,0
"Not for her. Listen, I really wanted to thank you.",0
Okay..,0
"See, about a month ago, I wanted to hurt you. More than I've ever wanted to hurt anyone in my life. And I'm an orthodontist.",0
Wow.,0
"You know, you were right? I mean, I thought we were happy. We weren't happy. But with Mindy, now I'm happy. Spit.",0
What?,0
Me. (Spits.),0
"Anyway, um, (Gets the ring out of her purse.) I guess this belongs to you. And thank you for giving it to me.",0
"Well, thank you for giving it back.",0
Hello?!,0
"Oh, please! What's wrong with Helen?",0
Helen Geller? I don't think so.,0
Hello? It's not gonna be Helen Geller.,0
Thank you!,0
"No, I mean it's not Geller.",0
"What, it's gonna be Helen Willick?",0
"No, actually, um, we talked about Helen Willick-Bunch.",0
"Well, wait a minute, wha- why is she in the title?",0
It's my baby too.,0
"Oh, 's'funny, really? Um, I don't remember you making any sperm.",0
"Yeah, and we all know what a challenge that is!",0
"All right, you two, stop it!",0
"No no no, she gets a credit, hey, I'm in there too.",0
Ross. You're not actually suggesting Helen Willick-Bunch-Geller? 'Cause I think that borders on child abuse.,0
