message,Y
"Listen to what our Doctors say about Remdesivir

 It's not life-saving medication
 Not to be used at home
 Not the only treatment
 Just slows down virus replication, does not stop disease
 Govt. issued guidelines for use, by both doctors &amp; patients
 ",1
"Unite2FightCorona 

Drinking hot water / having a hot water bath does not kill CoronaVirus 

- Dr. Nitin Yashas during a webinar on 'COVID19 Myths Vs Realities'

Watch ",1
"For Patients with moderate COVID pneumonia,
 
Till the patient gets a bed, OxygenConcentrator can be beneficial, but not without guidance from chest physician/internal medicine specialist

Depends on patient's pre-existing lung conditions
- Dr. Chaitanya
",1
"Why using OxygenConcentrator without medical guidance is harmful? 

People with long-term respiratory diseases may have normal O2 concentration bwn 88 - 92, we don't want to go above it

But craze of getting it to 99, sharing photo of O2 level in family groups can be detrimental ",1
"Patients with moderate COVID pneumonia - with Oxygen saturation &lt; 94, can benefit from supplemental O2 through O2 concentrator, till hospital admission

But
1) concentrators are difficult to get nowadays
2) using it without accurate medical guidance is harmful

- Dr. Chaitanya ",1
"Unite2FightCorona 
No evidence so far about one getting COVID19 through drinking water from any COVID infected area

- Dr. Rahul Kulkarni speaks about COVID19 Myths vs Realities

Live Now  ",1
"Can CoronaVirus travel through water? 

COVID19 is not a waterborne disease. However, it can spread between people when someone comes in contact with an infected person; you should always avoid crowded spots

- Dr. Rahul Kulkarni

 ",1
"57 member naval medical team consisting of four doctors, seven nurses, 26 paramedics and 20 supporting staff has been deputed to Ahmedabad on 29 Apr 21. The team will be deployed at the 'PM Cares COVID Hospital.

 ",1
" Live Now   

It's Myths Vs Realities 

Join us live for the Webinar 

Let's together bust the myths about COVID19
Let's spread awareness
Let's Unite2FightCorona ",1
"Fakes, Fables and Myths galore the public arena ever since the outbreak of COVID19. 

Watch Webinar LIVE at   11.00 AM    

Post your queries in  LIVE chat and get them answered! 

Unite2FightCorona

 ",1
"Ministry of Home Affairs issues order to all States and Union Territories to Consider Containment Measures as Conveyed in Advisory of MoHFW_INDIA 

 ",1
"JalJeevanMission Assam presents its Annual Action Plan for 2021-22; State to provide 20.63 lakh tap connections in 2021-22

 ",1
"Peaceful Polling concludes across 11,860 Polling Stations ins 35 ACs in last Phase of WB Elections - Repolling in Amtali Madhyamik Siksha Kendra polling station in 5-Sitalkuchi (SC)Assembly Constituency was also conducted today

 ",1
"PIB S BULLETIN ON COVID19

 ️Cumulative number of COVID19 vaccine doses administered crosses 15 Cr

 ️More than 21 lakh vaccination doses were administered in last 24 hours

 ️National Mortality Rate has been falling &amp; currently stands at 1.11%

 ",1
" Perform warm water gargles or steam inhalation twice a day

 Do not attempt to procure or administer Remdesivir at home

Unite2FightCorona 

Guidelines for treatment of patients isolated at home  ",1
" Seek immediate medical attention when you have difficulty in breathing or have persistent chest pain

 No need for testing after the home isolation period is over

Unite2FightCorona 

Guidelines for home isolation ",1
"Health Minister drharshvardhan reviews COVID Facility at Lady Hardinge Medical College; Announces Further Enhancement in Bed Capacity at Lady Hardinge Medical College

 ",1
"More than 68 lakh COVID19 vaccine registrations done till 500 PM today

Get yourself registered at   

LargestVaccineDrive VaccinationForAll ",1
"CSIR-CMERI transfers the technology to companies to ramp up the production of Oxygen Enrichment Unit

The technology developed by CSIR_CMERI provides in-house enrichment of oxygen and eliminates the risks and difficulty of handling bulky cylinders

 ",1
"Revised guidelines for home isolation of mild/asymptomatic COVID19 cases

 Patients must isolate themselves from other household members

 Follow respiratory etiquettes

 Self-monitoring of health &amp; blood oxygen

Unite2FightCorona

Details ",1
"Union Minister mansukhmandviya reviews the preparedness of hospitals of major ports for COVID Care Management

422 isolations beds, 305 oxygen, 28 ICU beds and ventilators supported beds are in operation at the Port Hospitals

Unite2FightCorona 

 ",1
"OxygenExpress operations expand to Haryana &amp; Telangana after Maharashtra, Uttar Pradesh, Madhya Pradesh and Delhi

Cumulative liquid medical oxygen (LMO) carried by IndianRailways to reach almost 640 MT in next 24 hrs

Unite2FightCorona 

 ",1
"Western Naval Command geared up to offer assistance to civil administration in tackling COVID19 situation

INHS Jeevanti, Goa, INHS Patanjali, Karwar and INHS Sandhani, Mumbai have kept ready a few COVID oxygen beds for use

Unite2FightCorona 

 ",1
"Amendments to GNCTD Act, 1991 do not alter Constitutional and Legal Responsibilities of Elected Government in Respect of Transferred Subjects in State &amp; Concurrent Lists

 ",1
".iitbombay shows how to solve Oxygen shortage by converting Nitrogen Generator into Oxygen Generator

A simple and fast solution to Oxygen crisis

Institute ready to help pan-India adoption of the solution

 ",1
"Patient must isolate himself from other household members, stay in the identified room and away from
other people in home

Revised guidelines for HomeIsolation of mild asymptomatic COVID19 case
 ️
",1
"Scientists find AYUSH 64, a polyherbal formulation developed by CCRAS_MoAYUSH, useful in the treatment of asymptomatic, mild, and moderate COVID19 infection as an adjunct to standard care

 

 ",1
"Webinar on COVID19 Myths vs. Realities

  11 AM 
  30th April 2021

Watch LIVE on  
 

   Unite2FightCorona ",1
"Prime Minister narendramodi reviews Army s preparedness &amp; initiatives for Covid management

 ",1
"Central Farm Machinery Training &amp; Testing Institute, Budni (MP) tests the first-ever electric Tractor in the Institute

The Institute obtains NABL Certificate of Accreditation for CMVR Test Laboratory

 ",1
"More than 1.70 crore people have registered themselves for COVID19 vaccination since yesterday

Register yourself now at 

LargestVaccineDrive VaccinationForAll ",1
"LIVE Now

Press briefing on moayush response to the COVID19 pandemic, through VC

 
 ",1
"COVID19India updates

 ️ 3,79,257 new cases registered in the last 24 hours; 72.20% of them are from 10 States

 ️ Cumulative recoveries stand at 1,50,86,878; national recovery rate is 82.10%

Unite2FightCorona 

 

(2/2) ",1
"COVID19India updates

 ️ 15 crore cumulative vaccination coverage; more than 21 lakh doses administered in the last 24 hours

 ️ 10 states account for 67.18% of the cumulative doses given so far in the country

LargestVaccineDrive 

 

(1/2) ",1
"Government of India has so far provided nearly 16.16 crore vaccine doses to States/UTs free of cost

More than 1 crore doses are still available to be administered

LargestVaccineDrive VaccinationForAll 

 ",1
".CCI_India approves acquisition by Tata Digital Limited of up to 64.3% of the total share capital of Supermarket Grocery Supplies Private Ltd (SGS) and SGS  sole control over Innovative Retail Concepts Private Limited

 ",1
"COVID19 vaccination- update

More than 80 lakh people registered themselves on the Co-WIN portal, within 3 hours from 400 pm to 700 pm

LargestVaccineDrive VaccinationForAll 

 ",1
"COVID19 vaccination-Day 103

More than 20 lakh vaccine doses given till 8 pm push cumulative vaccine coverage to nearly 15 crore doses

LargestVaccineDrive VaccinationForAll 

 ",1
"Prime Minister narendramodi holds a telephonic conversation with Russian President Vladimir Putin 

The two leaders noted that the Sputnik-V vaccine will be manufactured in India for use in India, Russia and third countries

 ",1
"New system of vehicle registration to be available on pilot test mode for defence personnel, Central/State Govt employees, Central PSUs and private sector companies with offices in five or more States/UTs.

 

(2/2)",1
"Re-registration rules proposed to be made simpler for passenger vehicles while re-locating from one State to another.

This scheme will facilitate free movement of personal vehicles across any State of India upon relocation to a new State.

 

(1/2) ",1
" ️ Cumulative vaccination coverage exceeds 14.78 crore; nearly 16 crore doses provided to States/UTs free of cost

 ️ One lakh portable oxygen concentrators to be procured from PMCaresFund

Unite2FightCorona 

More updates in  COVID19 bulletin ",1
"IndianRailways mobilises 22 additional Covid Care Coaches for use in Madhya Pradesh and Maharashtra

191 isolation coaches with a bed capacity of 2990 beds in use in different parts of India now

Unite2FightCorona 

 ",1
"Mizoram presents annual action plan under Jal Jeevan Mission

State plans 100% saturation to become  HarGharJal  State by 2022-23

 ",1
"Vaccine registrations begin for 18+

Visit the CoWIN portal at 

LargestVaccineDrive Unite2FightCorona VaccinationForAll ",1
"Prime Minister narendramodi sanctions the procurement of 1 lakh portable oxygen concentrators from the PMCaresFund 

500 more PSA oxygen plants, based on technology developed by DRDO_India, sanctioned under PM CARES

Unite2FightCorona

 ",1
"Oxygen Express delivers a cumulative 510 MT of oxygen to Uttar Pradesh, Maharashtra, Delhi and Madhya Pradesh

Haryana to get its first Oxygen Express, 5 empty containers leave from Faridabad to Rourkela

 ",1
"Prime Minister narendramodi reviews COVID19 related operations by Indian Air Force

COVID Air Support Cell set up by the IAF_MCC to ensure faster coordination with different ministries and agencies

Unite2FightCorona 

 ",1
"Govt. of India has so far provided nearly 16 crore vaccine doses to States/UTs Free of Cost

More than 1 crore doses are still available with the States/UTs to be administered

 

 ",1
"Tejas, India's indigenous Light Combat Aircraft, added the 5th generation Python-5 Air-to-Air Missile (AAM) in its air-to-air weapons capability on April 27, 2021

 ",1
".tribesindia  holds meeting through video conference with Van DhanVikas Kendra partners on the theme  Livelihoods with Health Security  

 ",1
".DRDO_India  to set up 500 Medical Oxygen Plants within three months under PMCARESFund 

Details ",1
"Cabinet approves Agreement between the Government of India and the Government of the United Kingdom of Great Britain and Northern Ireland on Customs Cooperation and Mutual Administrative Assistance in Customs Matters

Details ",1
"Govt. of India has so far provided nearly 16 crore vaccine doses to States/UTs Free of Cost

More than 1 cr doses still available with the States/UTs to be administered

More than 57 Lakh doses in addition will be received by the States/UTs in next 3 days

",1
"Fertilizer companies to supply 50 Metric Tons (MT) of medical oxygen per day for COVID patients

 ",1
"Justice Sharad Kumar Gupta tenders his resignation from the office of Judge of Chhattisgarh High Court

",1
"Justice Vimla Singh Kapoor appointed to be Judge of the Chhattisgarh High Court

 ",1
"Over 2.60 Lakh Recoveries in the last 24 hours

Five States/UTs have not reported any COVID19 deaths in the last 24 hours

Read details ",1
"India s cumulative vaccination coverage exceeds 14.78 Crore

More than 25 Lakh doses administered in the last 24 hours

Read details ",1
"The high quality online Yoga training programmes offered by the Ayush Ministry s Yoga Institute attract thousands

Information about various such activity is available on the Yoga Portal (

",1
"With Rs. 8,000+ crore worth of applications, AIF is set to transform agri-infrastructure

Innovative infra &amp; farmer partnership models emerge in the 8,000+ crore strong AIF 2/2

Details ",1
"Agriculture Infrastructure Fund is bringing together the collective power of all stakeholders in the Agriculture ecosystem

Agriculture Infrastructure Fund applications cross the Rs. 8,000 crore mark, Sanctions cross Rs. 4000 crore mark 1/2

 ",1
"Registration for phase-3 of LargestVaccineDrive opens today at 400 PM 

Everybody above the age of 18 can visit 

Unite2FightCorona VaccinationForAll ",1
"Prime Minister narendramodi speaks to Assam CM regarding earthquake, assures all possible help from the Centre

",1
"Prime Minister narendramodi condoles the death of Manoj Das, a noted educationist, popular columnist and prolific writer

",1
"Indian Army sets up hospital facilities at Delhi Cantonment to fight the COVID19 surge 

A COVID tele-consultancy &amp; information management cell under a senior officer is also functioning 24x7 rendering medical advice

Unite2FightCorona 

 ",1
"COVID19 vaccination-Day 102

More than 24 lakh vaccine doses given till 8 pm push cumulative vaccine coverage to more than 14.77 crore doses

LargestVaccineDrive

 ",1
"Prime Minister narendramodi chairs a high-level meeting to review the COVID19 related situation in the country

PM instructs the officials to work closely with state governments to start the PSA oxygen plants at the earliest

Unite2FightCorona 

 ",1
"Government of India has so far provided more than 15 crore vaccine doses (15,65,26,140) to States/UTs Free of Cost. Of this, the total consumption including wastages is 14,64,78,983 doses.

 ",1
"Prime Minister narendramodi  chairs a high-level meeting to review the Covid19 related situation in the country 

Reviews availability of medical infrastructure

 ",1
".RailMinIndia is continuing its journey of delivering liquid medical oxygen to various parts of the country. So far, 450 metric tonnes have been delivered to Maharashtra, UP &amp; Delhi in 6 Oxygen Express through 26 tankers covering more than 10,000 km

",1
".adgpi is taking multiple steps to enhance its medical capacities on account of rise in COVID cases amongst the veterans and their dependents. 

 ",1
"232.49 LMT of Wheat procured benefitting 22,20,665 farmers with MSP value of Rs. 43,916.20 Crore

Over 710.53 LMTs of paddy (includes Kharif Crop 702.24 LMT and Rabi Crop 8.29 LMT) procured against the last year corresponding purchase of 646.36 LMT

 ",1
" ️2,51,827 recoveries were registered in the last 24 hours.

 ️3,23,144 new cases were registered in the last 24 hours.

 ️RailMinIndia hands over 169 Covid Care Coaches in use in different parts of India

More COVID19 updates on  COVID  Bulletin

",1
"India s organic food products exports rise by more than 50% in terms of value in 2020-21 despite COVID19 challenges

In terms of quantity, the exports of organic food products grew by 39% to 888,179 metric tonne (MT) during FY 2020-21

 ",1
"Vice President MVenkaiahNaidu virtually inaugurates   Indian B-Schools Leadership Conclave  ; calls for an improved industry-academia linkage for enhancing employability of MBA graduates

 ",1
"Australia-India-Japan Trade Ministers  joint statement on launch of supply chain resilience initiative

 ",1
"Meghalaya presents Annual Action Plan under Jal Jeevan Mission

The State plans 100% saturation  Har Ghar Jal  by December, 2022

 ",1
"Delhi receives its first OxygenExpress carrying more than 70 metric tonnes of liquid medical oxygen

So far, 450 metric tonnes LMO has been delivered to Maharashtra, UP &amp; Delhi in 6 Oxygen Express through 26 tankers covering more than 10,000 km

 ",1
"Health Minister drharshvardhan inaugurates a series of blood donation camps at 13 different locations in Chandigarh, Punjab, Haryana &amp; Himachal Pradesh

The camps are being organised in wake of fulfilling the blood requisition due to COVID19 pandemic

",1
"169 Covid Care Coaches in use in different parts of India now

Covid Care Coaches mobilised by RailMinIndia for Nagpur, Bhopal, Ajni ICD, Tihi (Near Indore) as per States  demand

Unite2FightCorona 

 ",1
"Are you 18+?

Get yourself vaccinated against COVID19 from May 1, 2021

Registration begins tomorrow at 

LargestVaccineDrive Unite2FightCorona ",1
"Prime Minister narendramodi condoles the demise of Gujarati poet Dadudan Gadhvi

",1
"Jal Jeevan Mission Gujarat presents Annual Action Plan for 2021-22

The State plans to provide 10 lakh tap connections in 2021-22 &amp; become  Har Ghar Jal  State by 2022-23

 ",1
